respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.17323943661971833,0.2402088772845953
26708,0.06766366102191922,0.13755950889501375
26709,0.6274509803921569,0.7719298245614036
26710,0.608695652173913,0.8170594837261503
26711,0.3333333333333333,0.76
26712,0.18554429263992947,0.8915094339622642
26713,0.608695652173913,0.75
26714,0.17323943661971833,0.13755950889501375
26715,0.06766366102191922,0.13755950889501375
26716,0.06766366102191922,0.7512776831345827
26717,0.06766366102191922,0.6511627906976745
26718,0.17323943661971833,0.33514986376021805
26719,0.06766366102191922,0.8575896078903055
26720,0.06766366102191922,0.2402088772845953
26721,0.7270194986072422,0.8575896078903055
26722,0.06766366102191922,0.13755950889501375
26723,0.7270194986072422,0.8575896078903055
26724,0.06766366102191922,0.7512776831345827
26725,0.06766366102191922,0.13755950889501375
26726,0.06766366102191922,0.13755950889501375
26727,0.17323943661971833,0.7512776831345827
26728,0.18554429263992947,0.27980769230769226
26729,0.06766366102191922,0.13755950889501375
26730,0.06766366102191922,0.13755950889501375
26731,0.06766366102191922,0.20549738219895286
26732,0.3001049317943337,0.19256756756756754
26733,0.7270194986072422,0.8575896078903055
26734,0.6593406593406593,0.3076923076923077
26735,0.06766366102191922,0.27980769230769226
26736,0.06766366102191922,0.13755950889501375
26737,0.06766366102191922,0.13755950889501375
26738,0.6470588235294118,0.7958333333333333
26739,0.06766366102191922,0.13755950889501375
26740,0.17323943661971833,0.13755950889501375
26741,0.17323943661971833,0.8575896078903055
26742,0.06766366102191922,0.13755950889501375
26743,0.06766366102191922,0.4363207547169811
26744,0.06766366102191922,0.6433121019108281
26745,0.18554429263992947,0.8575896078903055
26746,0.06766366102191922,0.13755950889501375
26747,0.06766366102191922,0.13755950889501375
26748,0.18554429263992947,0.13755950889501375
26749,0.06766366102191922,0.6388888888888888
26750,0.6470588235294118,0.8170594837261503
26751,0.18554429263992947,0.76
26752,0.06766366102191922,0.13755950889501375
26753,0.18554429263992947,0.3111111111111111
26754,0.06766366102191922,0.3413173652694611
26755,0.06766366102191922,0.5966386554621849
26756,0.06766366102191922,0.13755950889501375
26757,0.4054054054054054,0.7242603550295859
26758,0.5806451612903226,0.8575896078903055
26759,0.06766366102191922,0.13755950889501375
26760,0.06766366102191922,0.13755950889501375
26761,0.3001049317943337,0.8575896078903055
26762,0.06766366102191922,0.7142857142857142
26763,0.7270194986072422,0.8575896078903055
26764,0.7270194986072422,0.8575896078903055
26765,0.07075471698113207,0.7500000000000001
26766,0.17323943661971833,0.13755950889501375
26767,0.7270194986072422,0.7242603550295859
26768,0.06766366102191922,0.25
26769,0.17323943661971833,0.2402088772845953
26770,0.18554429263992947,0.7242603550295859
26771,0.06766366102191922,0.20549738219895286
26772,0.06766366102191922,0.2402088772845953
26773,0.06766366102191922,0.16
26774,0.06766366102191922,0.3413173652694611
26775,0.06766366102191922,0.27980769230769226
26776,0.34375,0.36363636363636365
26777,0.06766366102191922,0.8170594837261503
26778,0.18554429263992947,0.20689655172413793
26779,0.06766366102191922,0.7403100775193798
26780,0.17323943661971833,0.8575896078903055
26781,0.18554429263992947,0.359375
26782,0.06766366102191922,0.13755950889501375
26783,0.06766366102191922,0.13755950889501375
26784,0.06766366102191922,0.76
26785,0.33972602739726027,0.23076923076923078
26786,0.17323943661971833,0.13755950889501375
26787,0.06766366102191922,0.7512776831345827
26788,0.06766366102191922,0.8575896078903055
26789,0.06766366102191922,0.3413173652694611
26790,0.06766366102191922,0.13755950889501375
26791,0.06766366102191922,0.13755950889501375
26792,0.18554429263992947,0.6767676767676768
26793,0.17323943661971833,0.8575896078903055
26794,0.7270194986072422,0.8575896078903055
26795,0.06766366102191922,0.8575896078903055
26796,0.06766366102191922,0.13755950889501375
26797,0.06766366102191922,0.1764705882352941
26798,0.6,0.13755950889501375
26799,0.2564102564102564,0.13755950889501375
26800,0.06766366102191922,0.8575896078903055
26801,0.29457364341085274,0.19999999999999998
26802,0.06766366102191922,0.13755950889501375
26803,0.06766366102191922,0.13755950889501375
26804,0.06766366102191922,0.13755950889501375
26805,0.06766366102191922,0.27980769230769226
26806,0.06766366102191922,0.8575896078903055
26807,0.22222222222222218,0.7512776831345827
26808,0.18554429263992947,0.27980769230769226
26809,0.41666666666666663,0.2760416666666667
26810,0.06766366102191922,0.13755950889501375
26811,0.06766366102191922,0.13755950889501375
26812,0.06766366102191922,0.8082191780821917
26813,0.3001049317943337,0.75
26814,0.06766366102191922,0.7512776831345827
26815,0.06766366102191922,0.13755950889501375
26816,0.18554429263992947,0.27980769230769226
26817,0.06766366102191922,0.7142857142857142
26818,0.06766366102191922,0.27980769230769226
26819,0.24766355140186913,0.22764227642276422
26820,0.06766366102191922,0.13755950889501375
26821,0.06766366102191922,0.703125
26822,0.17323943661971833,0.7719298245614036
26823,0.29457364341085274,0.19256756756756754
26824,0.06766366102191922,0.8170594837261503
26825,0.29457364341085274,0.8170594837261503
26826,0.06766366102191922,0.7142857142857142
26827,0.06766366102191922,0.27980769230769226
26828,0.18554429263992947,0.3111111111111111
26829,0.3001049317943337,0.8575896078903055
26830,0.06766366102191922,0.7512776831345827
26831,0.06766366102191922,0.7512776831345827
26832,0.17323943661971833,0.8575896078903055
26833,0.06766366102191922,0.7512776831345827
26834,0.3001049317943337,0.8575896078903055
26835,0.3001049317943337,0.8575896078903055
26836,0.06766366102191922,0.7512776831345827
26837,0.3001049317943337,0.13755950889501375
26838,0.06766366102191922,0.4363207547169811
26839,0.18554429263992947,0.13755950889501375
26840,0.06766366102191922,0.13755950889501375
26841,0.3001049317943337,0.30708661417322836
26842,0.06766366102191922,0.13755950889501375
26843,0.06766366102191922,0.13755950889501375
26844,0.06766366102191922,0.27980769230769226
26845,0.06766366102191922,0.8170594837261503
26846,0.06766366102191922,0.7512776831345827
26847,0.33972602739726027,0.13755950889501375
26848,0.06766366102191922,0.7719298245614036
26849,0.18554429263992947,0.2564102564102564
26850,0.6811594202898551,0.8575896078903055
26851,0.06766366102191922,0.13755950889501375
26852,0.06766366102191922,0.13755950889501375
26853,0.6666666666666666,0.27980769230769226
26854,0.06766366102191922,0.13755950889501375
26855,0.4018691588785046,0.7242603550295859
26856,0.18554429263992947,0.13755950889501375
26857,0.3931034482758621,0.2402088772845953
26858,0.06766366102191922,0.13755950889501375
26859,0.06766366102191922,0.13755950889501375
26860,0.07075471698113207,0.13755950889501375
26861,0.06766366102191922,0.13755950889501375
26862,0.06766366102191922,0.33514986376021805
26863,0.18554429263992947,0.39534883720930236
26864,0.5806451612903226,0.13755950889501375
26865,0.06766366102191922,0.13755950889501375
26866,0.18554429263992947,0.7142857142857142
26867,0.06766366102191922,0.13755950889501375
26868,0.835820895522388,0.7512776831345827
26869,0.06766366102191922,0.27980769230769226
26870,0.7270194986072422,0.8575896078903055
26871,0.06766366102191922,0.13755950889501375
26872,0.17323943661971833,0.8575896078903055
26873,0.28061224489795916,0.7242603550295859
26874,0.06766366102191922,0.13755950889501375
26875,0.7027027027027027,0.8575896078903055
26876,0.06766366102191922,0.13755950889501375
26877,0.06766366102191922,0.13755950889501375
26878,0.18554429263992947,0.11764705882352942
26879,0.06766366102191922,0.13755950889501375
26880,0.06766366102191922,0.13755950889501375
26881,0.06766366102191922,0.13755950889501375
26882,0.06766366102191922,0.13755950889501375
26883,0.06766366102191922,0.13755950889501375
26884,0.06766366102191922,0.13755950889501375
26885,0.06766366102191922,0.6868686868686869
26886,0.06766366102191922,0.7512776831345827
26887,0.6470588235294118,0.8170594837261503
26888,0.7270194986072422,0.8575896078903055
26889,0.06766366102191922,0.13755950889501375
26890,0.17323943661971833,0.3154362416107383
26891,0.7906976744186047,0.7403100775193798
26892,0.06766366102191922,0.6756756756756757
26893,0.06766366102191922,0.13755950889501375
26894,0.18554429263992947,0.33514986376021805
26895,0.06766366102191922,0.7512776831345827
26896,0.06766366102191922,0.13755950889501375
26897,0.06766366102191922,0.5966386554621849
26898,0.06766366102191922,0.76
26899,0.06766366102191922,0.13755950889501375
26900,0.06766366102191922,0.13755950889501375
26901,0.06766366102191922,0.2435897435897436
26902,0.17323943661971833,0.8575896078903055
26903,0.24766355140186913,0.27980769230769226
26904,0.06766366102191922,0.4363207547169811
26905,0.3001049317943337,0.8575896078903055
