respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.1961928154743629,0.24005134788189988
26708,0.06703951725660459,0.1370519939424533
26709,0.64,0.793010752688172
26710,0.3529411764705882,0.8032967032967032
26711,0.21951219512195122,0.7119341563786009
26712,0.18653761548614167,0.7799295774647887
26713,0.30158730158730157,0.6530612244897959
26714,0.1961928154743629,0.1370519939424533
26715,0.06703951725660459,0.1370519939424533
26716,0.06703951725660459,0.7511764705882353
26717,0.06703951725660459,0.3691275167785235
26718,0.1961928154743629,0.3383838383838384
26719,0.06703951725660459,0.8521961422263536
26720,0.06703951725660459,0.24005134788189988
26721,0.7191442676906199,0.8521961422263536
26722,0.06703951725660459,0.1370519939424533
26723,0.7191442676906199,0.8521961422263536
26724,0.06703951725660459,0.8521961422263536
26725,0.06703951725660459,0.1370519939424533
26726,0.06703951725660459,0.1370519939424533
26727,0.1961928154743629,0.7511764705882353
26728,0.18653761548614167,0.27398615232443124
26729,0.06703951725660459,0.1370519939424533
26730,0.06703951725660459,0.1370519939424533
26731,0.06703951725660459,0.21419518377693286
26732,0.2914285714285714,0.300509337860781
26733,0.7191442676906199,0.8521961422263536
26734,0.6764705882352942,0.7119341563786009
26735,0.06703951725660459,0.606060606060606
26736,0.06703951725660459,0.1370519939424533
26737,0.06703951725660459,0.1370519939424533
26738,0.6470588235294118,0.7854251012145749
26739,0.06703951725660459,0.1370519939424533
26740,0.1961928154743629,0.1370519939424533
26741,0.1961928154743629,0.8521961422263536
26742,0.06703951725660459,0.1370519939424533
26743,0.06703951725660459,0.15789473684210525
26744,0.06703951725660459,0.6370370370370371
26745,0.18653761548614167,0.8521961422263536
26746,0.06703951725660459,0.1370519939424533
26747,0.06703951725660459,0.1370519939424533
26748,0.18653761548614167,0.1370519939424533
26749,0.06703951725660459,0.6176470588235293
26750,0.6470588235294118,0.8032967032967032
26751,0.18653761548614167,0.7119341563786009
26752,0.06703951725660459,0.1370519939424533
26753,0.18653761548614167,0.672566371681416
26754,0.06703951725660459,0.300509337860781
26755,0.06703951725660459,0.672566371681416
26756,0.06703951725660459,0.1370519939424533
26757,0.38461538461538464,0.7318932655654383
26758,0.5737704918032787,0.8521961422263536
26759,0.06703951725660459,0.1370519939424533
26760,0.06703951725660459,0.1370519939424533
26761,0.3703703703703704,0.8521961422263536
26762,0.06703951725660459,0.672566371681416
26763,0.7191442676906199,0.8521961422263536
26764,0.7191442676906199,0.8521961422263536
26765,0.07109004739336493,0.7500000000000001
26766,0.1961928154743629,0.1370519939424533
26767,0.7191442676906199,0.7318932655654383
26768,0.06703951725660459,0.4444444444444444
26769,0.1961928154743629,0.24005134788189988
26770,0.18653761548614167,0.7318932655654383
26771,0.06703951725660459,0.21419518377693286
26772,0.06703951725660459,0.24005134788189988
26773,0.06703951725660459,0.1276595744680851
26774,0.06703951725660459,0.300509337860781
26775,0.06703951725660459,0.27398615232443124
26776,0.38461538461538464,0.2105263157894737
26777,0.06703951725660459,0.8032967032967032
26778,0.18653761548614167,0.1443298969072165
26779,0.06703951725660459,0.7000000000000001
26780,0.1961928154743629,0.8521961422263536
26781,0.18653761548614167,0.35114503816793896
26782,0.06703951725660459,0.1370519939424533
26783,0.06703951725660459,0.1370519939424533
26784,0.06703951725660459,0.7119341563786009
26785,0.7191442676906199,0.38869257950530034
26786,0.1961928154743629,0.1370519939424533
26787,0.06703951725660459,0.7511764705882353
26788,0.06703951725660459,0.8521961422263536
26789,0.06703951725660459,0.300509337860781
26790,0.06703951725660459,0.1370519939424533
26791,0.06703951725660459,0.1370519939424533
26792,0.18653761548614167,0.663551401869159
26793,0.1961928154743629,0.8521961422263536
26794,0.7191442676906199,0.8521961422263536
26795,0.06703951725660459,0.8521961422263536
26796,0.06703951725660459,0.1370519939424533
26797,0.06703951725660459,0.6530612244897959
26798,0.59375,0.1370519939424533
26799,0.2597402597402597,0.33333333333333337
26800,0.06703951725660459,0.8521961422263536
26801,0.298469387755102,0.38869257950530034
26802,0.06703951725660459,0.1370519939424533
26803,0.06703951725660459,0.1370519939424533
26804,0.06703951725660459,0.1370519939424533
26805,0.06703951725660459,0.27398615232443124
26806,0.06703951725660459,0.8521961422263536
26807,0.696078431372549,0.7511764705882353
26808,0.18653761548614167,0.27398615232443124
26809,0.38271604938271603,0.2916666666666667
26810,0.06703951725660459,0.1370519939424533
26811,0.06703951725660459,0.1370519939424533
26812,0.06703951725660459,0.663551401869159
26813,0.6056338028169015,0.6530612244897959
26814,0.06703951725660459,0.7511764705882353
26815,0.06703951725660459,0.1370519939424533
26816,0.18653761548614167,0.27398615232443124
26817,0.06703951725660459,0.672566371681416
26818,0.06703951725660459,0.27398615232443124
26819,0.1961928154743629,0.27007299270072993
26820,0.06703951725660459,0.1370519939424533
26821,0.06703951725660459,0.703125
26822,0.1961928154743629,0.793010752688172
26823,0.298469387755102,0.300509337860781
26824,0.06703951725660459,0.8032967032967032
26825,0.298469387755102,0.8032967032967032
26826,0.06703951725660459,0.672566371681416
26827,0.06703951725660459,0.27398615232443124
26828,0.18653761548614167,0.23333333333333336
26829,0.3703703703703704,0.8521961422263536
26830,0.06703951725660459,0.8521961422263536
26831,0.06703951725660459,0.7511764705882353
26832,0.1961928154743629,0.8521961422263536
26833,0.06703951725660459,0.7511764705882353
26834,0.2914285714285714,0.8521961422263536
26835,0.2914285714285714,0.8521961422263536
26836,0.06703951725660459,0.7511764705882353
26837,0.18559556786703602,0.1370519939424533
26838,0.06703951725660459,0.3529411764705882
26839,0.18559556786703602,0.7
26840,0.06703951725660459,0.1370519939424533
26841,0.2914285714285714,0.38869257950530034
26842,0.06703951725660459,0.1370519939424533
26843,0.06703951725660459,0.1370519939424533
26844,0.06703951725660459,0.27398615232443124
26845,0.06703951725660459,0.8032967032967032
26846,0.06703951725660459,0.7511764705882353
26847,0.6304347826086957,0.1370519939424533
26848,0.06703951725660459,0.793010752688172
26849,0.18653761548614167,0.2631578947368421
26850,0.6324786324786325,0.8521961422263536
26851,0.06703951725660459,0.1370519939424533
26852,0.06703951725660459,0.1370519939424533
26853,0.1961928154743629,0.27398615232443124
26854,0.06703951725660459,0.1370519939424533
26855,0.7027027027027027,0.7318932655654383
26856,0.18653761548614167,0.1370519939424533
26857,0.1961928154743629,0.24005134788189988
26858,0.06703951725660459,0.1370519939424533
26859,0.06703951725660459,0.1370519939424533
26860,0.07109004739336493,0.1370519939424533
26861,0.06703951725660459,0.1370519939424533
26862,0.06703951725660459,0.3383838383838384
26863,0.18653761548614167,0.3913043478260869
26864,0.32093023255813957,0.1370519939424533
26865,0.06703951725660459,0.1370519939424533
26866,0.18653761548614167,0.672566371681416
26867,0.06703951725660459,0.1370519939424533
26868,0.7959183673469388,0.7511764705882353
26869,0.06703951725660459,0.27398615232443124
26870,0.7191442676906199,0.8521961422263536
26871,0.06703951725660459,0.1370519939424533
26872,0.1961928154743629,0.8521961422263536
26873,0.2903225806451613,0.7318932655654383
26874,0.06703951725660459,0.1370519939424533
26875,0.1875,0.8521961422263536
26876,0.06703951725660459,0.1370519939424533
26877,0.06703951725660459,0.1370519939424533
26878,0.18653761548614167,0.3691275167785235
26879,0.06703951725660459,0.1370519939424533
26880,0.06703951725660459,0.1370519939424533
26881,0.06703951725660459,0.1370519939424533
26882,0.06703951725660459,0.1370519939424533
26883,0.06703951725660459,0.1370519939424533
26884,0.18653761548614167,0.3383838383838384
26885,0.06703951725660459,0.8392857142857142
26886,0.06703951725660459,0.7511764705882353
26887,0.6470588235294118,0.8032967032967032
26888,0.7191442676906199,0.8521961422263536
26889,0.06703951725660459,0.1370519939424533
26890,0.1961928154743629,0.30666666666666664
26891,0.7906976744186047,0.7000000000000001
26892,0.06703951725660459,0.6712328767123288
26893,0.06703951725660459,0.1370519939424533
26894,0.18653761548614167,0.3383838383838384
26895,0.06703951725660459,0.7511764705882353
26896,0.06703951725660459,0.1370519939424533
26897,0.06703951725660459,0.672566371681416
26898,0.06703951725660459,0.7119341563786009
26899,0.06703951725660459,0.1370519939424533
26900,0.06703951725660459,0.1370519939424533
26901,0.06703951725660459,0.26506024096385544
26902,0.1961928154743629,0.8521961422263536
26903,0.1961928154743629,0.27398615232443124
26904,0.06703951725660459,0.5555555555555556
26905,0.3703703703703704,0.8521961422263536
26906,0.06703951725660459,0.2605633802816901
26907,0.06703951725660459,0.8032967032967032
26908,0.06703951725660459,0.7511764705882353
26909,0.18559556786703602,0.300509337860781
26910,0.1961928154743629,0.5675675675675677
26911,0.06703951725660459,0.1370519939424533
26912,0.6666666666666667,0.8521961422263536
26913,0.8082191780821917,0.7318932655654383
26914,0.06703951725660459,0.1370519939424533
26915,0.2597402597402597,0.7854251012145749
26916,0.06703951725660459,0.1370519939424533
26917,0.06703951725660459,0.1370519939424533
26918,0.696078431372549,0.7799295774647887
26919,0.18653761548614167,0.672566371681416
26920,0.06703951725660459,0.1370519939424533
26921,0.1961928154743629,0.8521961422263536
26922,0.06703951725660459,0.8521961422263536
26923,0.06703951725660459,0.5555555555555556
26924,0.696078431372549,0.7799295774647887
26925,0.06703951725660459,0.7000000000000001
26926,0.20634920634920634,0.300509337860781
26927,0.2597402597402597,0.793010752688172
26928,0.06703951725660459,0.4444444444444444
26929,0.06703951725660459,0.24005134788189988
26930,0.7191442676906199,0.8521961422263536
26931,0.06703951725660459,0.1370519939424533
26932,0.06703951725660459,0.8521961422263536
26933,0.06703951725660459,0.6949152542372882
26934,0.38461538461538464,0.68
26935,0.18653761548614167,0.27398615232443124
26936,0.38271604938271603,0.27007299270072993
26937,0.1961928154743629,0.7511764705882353
26938,0.1961928154743629,0.1370519939424533
26939,0.06703951725660459,0.1370519939424533
26940,0.06703951725660459,0.1370519939424533
26941,0.06703951725660459,0.5873015873015873
26942,0.611111111111111,0.8521961422263536
26943,0.18653761548614167,0.7318932655654383
26944,0.06703951725660459,0.1370519939424533
26945,0.06703951725660459,0.6271186440677965
26946,0.1961928154743629,0.8521961422263536
26947,0.06703951725660459,0.21419518377693286
26948,0.06703951725660459,0.1370519939424533
26949,0.06703951725660459,0.1370519939424533
26950,0.06703951725660459,0.6530612244897959
26951,0.06703951725660459,0.21419518377693286
26952,0.7191442676906199,0.8521961422263536
26953,0.7191442676906199,0.8521961422263536
26954,0.06703951725660459,0.1370519939424533
26955,0.1961928154743629,0.7511764705882353
26956,0.06703951725660459,0.1370519939424533
26957,0.06703951725660459,0.8521961422263536
26958,0.06703951725660459,0.7799295774647887
26959,0.06703951725660459,0.24005134788189988
26960,0.06703951725660459,0.1370519939424533
26961,0.1961928154743629,0.3157894736842105
26962,0.1961928154743629,0.8032967032967032
26963,0.1961928154743629,0.24005134788189988
26964,0.06703951725660459,0.1370519939424533
26965,0.7191442676906199,0.8521961422263536
26966,0.06703951725660459,0.1370519939424533
26967,0.06703951725660459,0.21419518377693286
26968,0.06703951725660459,0.7511764705882353
26969,0.06703951725660459,0.21419518377693286
26970,0.7191442676906199,0.6370370370370371
26971,0.06703951725660459,0.1370519939424533
26972,0.06703951725660459,0.1370519939424533
26973,0.06703951725660459,0.24005134788189988
26974,0.1961928154743629,0.26506024096385544
26975,0.06703951725660459,0.7511764705882353
26976,0.7191442676906199,0.300509337860781
26977,0.06703951725660459,0.3529411764705882
26978,0.06703951725660459,0.8521961422263536
26979,0.7906976744186047,0.8287292817679558
26980,0.06703951725660459,0.1370519939424533
26981,0.18653761548614167,0.30666666666666664
